"愛撫","Caress",
"の攻撃！"," attacked!",
"スキル１番は［攻撃］コマンドを
選択したときに使用されます。","スキル１番は［攻撃］コマンドを
選択したときに使用されます。",
"防御","Defend",
"は身を守っている。"," defended their body.",
"スキル２番は［防御］コマンドを
選択したときに使用されます。","スキル２番は［防御］コマンドを
選択したときに使用されます。",
"連続攻撃","連続攻撃",
"２回攻撃","２回攻撃",
"３回攻撃","３回攻撃",
"逃げる","Escape",
"は逃げてしまった。"," escaped.",
"様子を見る","様子を見る",
"は様子を見ている。"," watches intently.",
"ヒール","ヒール",
"なんやかんやのアレでめちゃめちゃ回復する
すげー魔法","Stupid weird magic that heAlsto like nobody's business.",
"は%1を唱えた！"," casted %1!",
"ファイア","ファイア",
"あーちーちーあーちー燃えてるんだろうか","あーちーちーあーちー燃えてるんだろうか",
"スパーク","スパーク",
"スパーキン！","スパーキン！",
"切る！","切る！",
" <bulletAnime:201>"," <bulletAnime:201>",
"～～敵の攻撃～～～～","～～敵の攻撃～～～～",
"手コキ","手コキ",
"はゆっくりと手で弄んできた！"," slowly teases your penis with her hand!",
"手コキ2","手コキ2",
"は手で扱いてきた！"," strokes your penis with her hand!",
"手コキ3","手コキ3",
"は手で激しく扱いてきた！"," quickly jerks you off with her hand!",
"手コキ4","手コキ4",
"は手で滅茶苦茶に扱いてきた！"," violently pumps your penis with her hand!",
"手コキ5つつく","手コキ5つつく",
"は指でペニスをつついてきた・・・"," presses her fingers against your penis...",
"手コキ強く握る","手コキ強く握る",
"はペニスを強く握り乱暴に扱いた！！"," grips your shaft, furiously pumping it up and down!!",
"手コキ握りつぶす","手コキ握りつぶす",
"はペニスを握りつぶしながら"," jerks you as if trying to break your shaft",
"千切れそうなほど扱きあげた！！","while clutching your penis!",
"足コキ","足コキ",
"はゆっくりと足で弄んできた！"," uses her foot to slowly play with your penis!",
"足コキ2","足コキ2",
"は足で扱いてきた！"," strokes your penis with her foot!",
"足コキ3","足コキ3",
"は足で激しく扱いてきた！"," violently jerks your penis with her foot!",
"足コキ4","足コキ4",
"は足で滅茶苦茶に扱いてきた！"," furiously pumps your penis with her foot!",
"キス","キス",
"はキスしてきた！"," is kissing you!",
"ドレインキス","ドレインキス",
"のドレインキス！","'s draining kiss!",
"<DE_上限突破>","<DE_上限突破>",
"激しくキス","激しくキス",
"は唇に貪り付いてきた！"," lustfully merges her lips with yours!",
"舌をねじ込む","舌をねじ込む",
"は長い舌を喉奥までねじ込んできた！"," thrusts her tongue into you mouth, swirling it around!",
"脇コキ","脇コキ",
"はペニスを脇で扱いてくる・・・"," is stroking your penis with her armpit...",
"脇コキ2","脇コキ2",
"は脇でペニスを扱いた！"," stroked your penis with her armpit!",
"脇コキ3","脇コキ3",
"の汗ばんだ脇で扱かれる！","'s sweaty armpit is stroking your penis!",
"脇締め","脇締め",
"は脇をぎゅっと締め付けた！"," tightens your armpit around you!",
"ベロチュー","ベロチュー",
"のベロチュー攻撃！","'s deep kiss attack!",
"誘惑","誘惑",
"は身体をくねらせて見せつけた！"," sensually sways her body in front of you!",
"は顔に脇を押し付けて来た！"," pressed her armpit against your face!",
"は胸で顔を挟み込んできた！"," wrapped her boobs around your face!",
"舐めまわし","舐めまわし",
"は顔中を舐めまわしてきた！"," licked your face all over!",
"腰振り弱","腰振り弱",
"はゆっくりと腰を振ってきた！"," slowly rocks her hips back and forth!",
"腰振り中","腰振り中",
"は腰を振ってきた！"," began swinging her hips against you!",
"腰振り締め付け","腰振り締め付け",
"は膣をきゅっと締めてきた！"," tightly squeezes her pussy around your dick!",
"腰振り叩きつけ","腰振り叩きつけ",
"は滅茶苦茶に腰を叩きつけて来た！！"," wildly slaps her hips against yours!!",
"吸い尽くす","吸い尽くす",
"は吸い尽くした！"," steAlsto your breath with a kiss!",
"腰振り強","腰振り強",
"は激しく腰を振ってきた！"," violently shakes her hips!",
"挿入大ダメージ","挿入大ダメージ",
"はゆっくりと腰を下ろした・・・"," slowly lowered her hips...",
"挿入","挿入",
"誘われ腰振り","誘われ腰振り",
"に誘われるがまま腰を振った・・・"," tempts you as you grind hips against hers...",
"膣反動ダメージ","膣反動ダメージ",
"の膣が絡みついてくる・・・！","'s pussy constricts around you...!",
"スロー腰振り","スロー腰振り",
"の膣内でペニスが甘く溶かされる・・・","'s vagina sweetly melts your penis...",
"誘惑（胸見せ","誘惑（胸見せ",
"は胸を見せて誘惑してきた・・・"," seductively shows you her boobs...",
"誘惑2（身体見せ","誘惑2（身体見せ",
"の身体から目が離せない・・・","'s body is so sexy you can't look away...",
"誘惑3（くねらせ","誘惑3（くねらせ",
"はいやらしく身体をくねらせた・・・！"," sways her lewd body before your eyes...!",
"誘惑4（誘惑","誘惑4（誘惑",
"の誘惑に興奮を高められる・・・！","'s seduction is stroking your arousal...!",
"誘惑手コキ見せつけ","誘惑手コキ見せつけ",
"は扱くふりをして誘惑してきた・・・"," seduces you by showing off stroking motions...",
"ユイネ何もしない","ユイネ何もしない",
"は息を荒げている・・・"," is breathing heavily...",
"ユイネ何もしない2","ユイネ何もしない2",
"は顔を赤らめている・・・"," is blushing...",
"腰ぐりぐり","腰ぐりぐり",
"は腰をぐりぐりと回してきた・・・"," grinds and swings her hips in circles...",
"胸揉み","胸揉み",
"は胸を揉んできた！"," massages her boobs around your penis!",
"乳首を弄る","乳首を弄る",
"は乳首を弄ってきた！"," plays with your nipples!",
"お腹を舐める","お腹を舐める",
"はお腹を舐めてきた！"," licks your stomach!",
"抱き着き","抱き着き",
"はぎゅっと抱き着いてきた！"," clings to you tightly!",
"フェラ","フェラ",
"はペニスを口で咥えてきた！"," is holding your penis in her mouth!",
"フェラ2","フェラ2",
"のフェラチオ攻撃！","'s fellatio attack!",
"フェラ3","フェラ3",
"はペニスを激しく舐めてきた！"," violently licks your penis!",
"フェラ4","フェラ4",
"はペニスに吸いつき舐めまわしてきた！"," sucks and rolls her tongue around your penis!",
"舐める","舐める",
"はペニスを舐めまわしてきた！"," licks your penis with her tongue!",
"触手吸いつき","触手吸いつき",
"は睾丸から直接精液を吸い取った！"," drained semen directly from your balls!",
"触手吸いつき2","触手吸いつき2",
"は触手で尿道を犯してきた！！"," raveges your urethra with her tentacles!!",
"触手吸いつき3","触手吸いつき3",
"の触手に精を吸い出される・・・","'s tentacles are draining your energy...",
"触手吸いつき4","触手吸いつき4",
"の搾精器官に吸いつかれる・・・！","'s semen draining organ latches to your groin...!",
"パイズリ","パイズリ",
"はゆっくりとパイズリしてきた・・・"," slowly rolls her boobs around your dick...",
"パイズリ2","パイズリ2",
"のパイズリ攻撃！","'s paizuri attack!",
"パイズリ3","パイズリ3",
"は激しく胸で扱いてきた！"," violently pumps her boobs around your shaft!",
"パイズリ4","パイズリ4",
"の胸でもみくちゃにされる！！"," massages her boobs around your penis!!",
"パイズリぎゅー","パイズリぎゅー",
"はぎゅーっと挟み潰してきた！"," smooshes and squeezes your dick between her boobs!",
"谷間の百合","谷間の百合",
"は胸でペニスを挟み先っぽを舐めて来た！"," licks the tip of your penis while between her tits!",
"ダブルフェラ","ダブルフェラ",
"フェラパイズリ2人","フェラパイズリ2人",
"の胸と舌でペニスを弄ばれる！","'s breasts and tongue play with your penis!",
"2人挟み撃ち","2人挟み撃ち",
"の間にペニスが挟み込まれる！"," inserts your penis between her cleavage!",
"乳首を吸う","乳首を吸う",
"は誘惑してきた！"," seduces you!",
"パイ絶頂締め付け","パイ絶頂締め付け",
"太ももコキ","太ももコキ",
"は太ももに挟んできた！"," inserts your penis between her thighs!",
"太ももコキ2","太ももコキ2",
"は太ももで激しく扱いてきた！"," violnetly pumps her thighs around your penis!",
"太ももコキ3","太ももコキ3",
"は脚をきゅっと圧迫しながら"," firmly strokes your dick while ",
"ペニスを強く扱きあげた！","squeezing her legs around your penis!",
"腰振りバック4","腰振りバック4",
"貧乳パイズリ","貧乳パイズリ",
"は小さな胸を擦り付けてきた・・・"," rubs her tiny boobs against you...",
"貧乳パイズリ2","貧乳パイズリ2",
"は乳首を擦り付けてきた！"," brushes her nipples against your body!",
"貧乳パイズリ3","貧乳パイズリ3",
"はぐりぐりと胸を押し付けて来た！"," grinds her boobs against your body!",
"バック","バック",
"バック2","バック2",
"は激しく腰を振った！"," violently shakes her hips!",
"バック3","バック3",
"バック4","バック4",
"ペニスキス","ペニスキス",
"はペニスにキスをしてきた！"," kisses your penis!",
"触手扱き","触手扱き",
"は触手で扱いてきた！","'s tentacles stroke your dick!",
"バキュームフェラ1","バキュームフェラ1",
"のバキュームフェラ！","'s vacuum fellatio!",
"吸精フェラ","吸精フェラ",
"は精を吸い出そうとしてきた！"," is trying to suck out your energy with her mouth!",
"バキュームフェラ2","バキュームフェラ2",
"の口に激しくバキュームされる・・・！","'s mouth strongly sucks your penis...!",
"前立腺責め+フェラ","前立腺責め+フェラ",
"はペニスを舐めながら"," inserts her finger into your butthole",
"尻の穴に指を挿入してきた！","while licking your penis!",
"女性器責め+フェラ2","女性器責め+フェラ2",
"女性器を指で弄んできた・・・！"," teases your pussy with her fingers...!",
"丸飲みフェラ","丸飲みフェラ",
"はペニスを丸飲みした！"," swallows your penis deep into her mouth!",
"顔面騎乗たたきつけ","顔面騎乗たたきつけ",
"は顔にお尻を叩きつけてきた！"," rams her soft ass into your face!",
"顔面騎乗毒","顔面騎乗毒",
"は顔にワレメを擦り付けてきた！"," rubs her pussy into your face!",
"女の匂いに頭がくらくらする・・・","Her feminine pheromones cloud your mind...",
"顔面騎乗毒2","顔面騎乗毒2",
"のフェロモンを鼻に流し込まれる・・・！","'s pheromones tickle your nostrils...",
"顔面騎乗3暗闇","顔面騎乗3暗闇",
"にアソコを押し付けられ"," presses her pussy against you,",
"無理やり舐めさせられる・・・！","forcing you to lick it helplessly...!",
"顔面騎乗4暗闇","顔面騎乗4暗闇",
"はアソコを顔に擦り付けてきた！"," rubs your pussy against your face!",
"ほおずり","ほおずり",
"は愛おしそうにペニスに頬ずりしてきた・・・"," sweetly nuzzles her cheek against your penis...",
"パフパフ","パフパフ",
"はパフパフしてきた！"," gives you a Puff-Puff!",
"胸窒息","胸窒息",
"は顔に胸を押し付けて来た！"," presses her boobs in your face!",
"乳肉が纏わりついて呼吸が出来ない・・・！","her marshmallow flesh makes it impossible to breathe...",
"胸つつみこみ","胸つつみこみ",
"の胸に顔を包み込まれる・・・","'s breasts are wrapped around your face...",
"抱きしめ","抱きしめ",
"はぎゅぅっと抱きしめてきた・・・"," is hugging you tightly...",
"顔踏みつけ","顔踏みつけ",
"は顔を足で踏みつけてきた・・・！"," tramples your face with her foot...!",
"顔踏みつけ2舐めさせ","顔踏みつけ2舐めさせ",
"は足の裏を舐めさせてきた・・・"," licks the sole of her foot...",
"顔踏みつけ3嗅がせ","顔踏みつけ3嗅がせ",
"は足の匂いを嗅がせてきた・・・"," inhales the scent of her feet...",
"誘惑オナニー","誘惑オナニー",
"の誘惑に抗えず自分でペニスを扱いてしまう！","'s seduction causes you to jerk off mindlessly!",
"フェロモン","フェロモン",
"はフェロモンを嗅がせてきた！"," sniffs her pheromones!",
"匂い嗅がせ","匂い嗅がせ",
"の身体から甘い匂いが溢れてくる・・・","'s body emits sweet and sexy smells...",
"オナさせ","オナさせ",
"の手の動きに合わせてペニスを扱いてしまう！"," coerces you to stroke to the movements of her hand!",
"授乳","授乳",
"は母乳を飲ませてきた・・・！"," drinks her breast milk...!",
"パイズリ誘惑","パイズリ誘惑",
"の胸に挟まれ腰が勝手に動いてしまう・・・"," causes you to mindlessly hump her boobs...",
"パイズリ誘惑2","パイズリ誘惑2",
"に誘われるがまま谷間にペニスを擦りつけてしまう！"," seduces you as you rub your penis between her tits!",
"パイズリキス","パイズリキス",
"はパイズリしながらキスしてきた・・・"," pumps your dick with her tits while kissing you...",
"乳首フェラ","乳首フェラ",
"の胸に付いた口でペニスが舐めまわされる！","'s mouth nipples suck and pull on your penis!",
"乳首咥え込み","乳首咥え込み",
"の乳首にペニスを咥え込まれた・・・！","'s mouth nipple deeply sucks your penis inside...",
"即死挿入","即死挿入",
"手コキ亀頭責め","手コキ亀頭責め",
"は亀頭を手のひらで擦ってきた！"," teases head of your penis with the palm of her hand!",
"乳首咥えさせ","乳首咥えさせ",
"は乳首を咥えさせてきた・・・"," sucks on the enemy's nipples...",
"尻コキ","尻コキ",
"はお尻の割れ目でペニスを扱いてきた・・・"," strokes your dick with her ass cheeks...",
"尻コキ2","尻コキ2",
"はペニスにお尻をぐりぐりと押し付けてきた！"," grinds their ass against your penis!",
"尻コキ3","尻コキ3",
"はお尻を激しくペニスに擦り付けた！"," violently rubs their ass against your penis!",
"乳首挿入","乳首挿入",
"の乳首に咥え込まれペニスを引き抜くことができない！","'s nipples suck on your penis so hard it can't be pulled out!",
"乳首挿入2","乳首挿入2",
"の乳首に向かって腰を振ってしまう・・・"," coerces you into thrusting into her nipple mouth...",
"乳首挿入3","乳首挿入3",
"の乳首にペニスが飲み込まれる・・・！","'s nipples eagerly suck and massage your penis!",
"全身パイズリ","全身パイズリ",
"の巨大な胸に全身を押しつぶされる！","'s ginormous breasts crush your entire body!",
"全身パイズリ2","全身パイズリ2",
"のおっぱいで全身を包み込まれる・・・！","'s wrap up your entire body...!",
"全身パイズリ3","全身パイズリ3",
"の谷間に挟まれ全身を柔肉で扱かれる！！"," strokes your entire body inside her soft cleavage!!",
"全身舐め","全身舐め",
"の舌で身体中を舐めまわされる・・・！","'s tongue wraps and licks your entire body...!",
"全身舐め2","全身舐め2",
"の口内で全身を転がされる・・・！"," massages your entire body inside her mouth...!",
"全身舐め3","全身舐め3",
"の口内で全身がぐちゅぐちゅと弄ばれる！！","'s mouth is sucking and slurping your entire body!!",
"ミニマムアソコ挿入","ミニマムアソコ挿入",
"のアソコに飲み込まれてしまう・・・！"," inserts you into her gulping pussy...!",
"ミニマムアソコ挿入2","ミニマムアソコ挿入2",
"の女性器に全身を包み込まれる！","'s female genitalia wraps around your entire body!",
"ミニマムアソコ挿入3","ミニマムアソコ挿入3",
"の膣壁が身体中を擦り上げる！！","'s vaginal walls stroke and knead your entire body!",
"全身足コキ","全身足コキ",
"の足に全身を踏みつけられる！"," is trampling on you with her feet!",
"全身足コキ2","全身足コキ2",
"は足の裏で身体ごとペニスを扱いてきた！！","'s sole strokes your entire body like a penis!",
"ダブル手コキ","ダブル手コキ",
"のダブル手コキ！","'s double footjob!",
"ダブルペニスキス","ダブルペニスキス",
"は2人でペニスにキスをした！"," has their penis kissed by two people!",
"ダブル尻コキ","ダブル尻コキ",
"のお尻に挟まれ揉みくちゃにされる・・・！"," is jostling your penis between abundant ass cheeks...",
"ダブル尻尾コキ","ダブル尻尾コキ",
"は2本の尻尾で扱いてきた！"," is being jerked off by two tails!",
"ダブル頬ずり","ダブル頬ずり",
"は2人の身体でペニスを挟んだ・・・！","'s penis is being rubbed by two heavenly bodies...!",
"バック誘惑（ゆっくり）","バック誘惑（ゆっくり）",
"の誘惑に抗えず腰を振ってしまう・・・","'s temptation makes you mindlessly shake your hips...",
"バック犯し","バック犯し",
"は後ろから犯されている・・・！"," is being violated from behind...!",
"バック誘惑","バック誘惑",
"に誘われるがままお尻に腰を打ち付けた！"," seduces you while rubbing your groin with her ass!",
"バックくねらせ","バックくねらせ",
"はペニスを咥えたまま腰をくねらせた・・・！"," lavishly sways their hips while sucking your penis...!",
"ピストンキス","ピストンキス",
"は腰を振りながらキスをしてきた・・・！"," sways their hips while kissing you...!",
"パフパフ騎乗","パフパフ騎乗",
"は騎乗位で犯しながら顔に胸を押し付けてきた！"," presses your face in her boobs while riding you!",
"髪コキ","髪コキ",
"は髪を手に巻き付けて扱いてきた！","'s hair uses your hand to stroke your penis! ",
"顔騎足コキ","顔騎足コキ",
"は顔面騎乗のまま足でペニスを扱いてきた！"," strokes your penis with her feet while riding your face!",
"膝裏コキ","膝裏コキ",
"は膝裏でペニスを挟んで扱いてきた！"," strokes your penis between the back of her knee!",
"魔法コキ1","魔法コキ1",
"の魔力がペニスに纏わりついてくる！","'s magic coils around your penis!",
"魔法コキ2","魔法コキ2",
"は楽しそうに指を振っている・・・"," happily wiggles her finger in the air...",
"魔法コキ3","魔法コキ3",
"は魔力でペニスを扱いてきた！"," used her magic to stroke your penis!",
"足舐めさせ正常位","足舐めさせ正常位",
"は挿入したまま足の裏を舐めさせてきた・・・！"," licked the enemy's soles while inserted...!",
"抱きしめ正常位","抱きしめ正常位",
"はぎゅっと抱きしめてきた・・・"," is hugging tightly...",
"キス正常位","キス正常位",
"は繋がったままキスしてきた・・・"," kisses you as you're connected with her...",
"ペニバン","ペニバン",
"は後ろから突いてきた！"," pierces your butt from behind! ",
"ペニバン2あなる","ペニバン2あなる",
"は\n[1]のアナルに挿入して腰を振った！"," pounds her strap-on into \n[1]'s butt!",
"ペニバン2膣","ペニバン2膣",
"は\n[1]の膣に挿入して腰を振った！"," pounds her strap-on into \n[1]'s pussy!",
"ペニバン3","ペニバン3",
"は激しく突き上げて来た！！"," is pounding you violently!!",
"尻尾挿入あなる","尻尾挿入あなる",
"はアナルに尻尾をねじ込んできた！"," thrusts her tail into your butt!",
"尻尾挿入ちつ","尻尾挿入ちつ",
"は女性器に尻尾をねじ込んできた！"," thrusts her tail into your pussy!",
"人形舐め","人形舐め",
"は人形をペロペロと舐めて見せた！"," shows off a doll by licking it all over!",
"人形パイズリ","人形パイズリ",
"は人形を胸で挟んだ！"," inserts a doll into her breasts!",
"指挿入ちつ","指挿入ちつ",
"は女性器に指をねじ込んでかき回した！"," inserted her fingers in and out of your pussy!",
"指挿入あなる","指挿入あなる",
"はアナルに指をねじ込んでかき回した！"," inserted her fingers in and out of your ass!",
"尻尾吸引","尻尾吸引",
"の尻尾にペニスを吸引される！"," sucks your penis inside her tail!",
"尻尾吸引2","尻尾吸引2",
"の尻尾に精を吸い取られる・・・！","'s tail is draining your energy...!",
"尻尾コキ","尻尾コキ",
"は尻尾で扱いてきた！","は尻尾で扱いてきた！",
"飲み込まれる","飲み込まれる",
"に身体を飲み込まれる・・・！！","に身体を飲み込まれる・・・！！",
"締め技（太もも）","締め技（太もも）",
"の太ももに身体を締め付けられる！","の太ももに身体を締め付けられる！",
"太ももコキギュー","太ももコキギュー",
"は太ももでペニスを締め上げてきた！","は太ももでペニスを締め上げてきた！",
"ちび指コキ　","ちび指コキ　",
"の指でペニスを摘ままれる・・・","の指でペニスを摘ままれる・・・",
"ちび指コキ2","ちび指コキ2",
"は小さいペニスを指で弄んだ！","は小さいペニスを指で弄んだ！",
"お腹の中でぐちゅぐちゅ","お腹の中でぐちゅぐちゅ",
"のお腹の中で人形がぐちゅぐちゅされる！"," rubs a doll against her smooth stomach!",
"焦らし手コキ","焦らし手コキ",
"はペニスを焦らすように優しく扱いた・・・"," furiously strokes your dick in a hurry!",
"授乳手コキ","授乳手コキ",
"は授乳しながら手で扱いてきた！"," strokes your penis while nursing you!",
"べろちゅー騎乗位","べろちゅー騎乗位",
"はベロチューしながら騎乗位で腰を振ってきた！","はベロチューしながら騎乗位で腰を振ってきた！",
"にゅるにゅる","にゅるにゅる",
"は身体をにゅるにゅると擦り付けてきた！","は身体をにゅるにゅると擦り付けてきた！",
"お尻誘惑","お尻誘惑",
"はお尻で誘惑してきた・・・"," is tempting you with her ass...",
"ruined orgasm","ruined orgasm",
"はペニスから手を離した・・・"," released her hands from your penis...",
"水触手1","水触手1",
"は触手でペニスをぐちゅぐちゅと扱いた！"," wetly strokes your penis with a tentacle!",
"水触手2","水触手2",
"の触手がペニスに絡みついてくる・・・！","'s tentacles are wrapping around your penis...!",
"電気あんま","電気あんま",
"は電気按摩してきた！"," vibrates her foot against your dick!",
"舌挿入あなる","舌挿入あなる",
"はアナルに舌をねじ込んできた！"," thrusts their tongue into your butt!",
"舌尾挿入ちつ","舌尾挿入ちつ",
"尿道責め舌","尿道責め舌",
"は舌で尿道を犯してきた！"," rapes your urethra with her tongue!",
"アナルセックス弱","アナルセックス弱",
"はペニスをお尻の穴で咥え込んだ！"," held your penis deep within the opening of her tail!",
"アナルセックス中","アナルセックス中",
"の腸壁でペニスを擦り上げられる！","'s intestinal walls stroke and rub your penis!",
"アナル締め付け","アナル締め付け",
"はお尻でペニスを締め付けてきた！"," tightened her ass around your penis!",
"アナル滅茶苦茶振り","アナル滅茶苦茶振り",
"のお尻にペニスが飲み込まれ咀嚼される！！","'s ass is preying on your penis!!",
"エナジードレインアナル","エナジードレインアナル",
"のエナジードレイン！","'s Energy Drain!",
"ペニスから力を吸い取ろうとしてきた・・・！","You feel power being absorbed from your penis...!",
"胎内回帰","胎内回帰",
"の胎内回帰！","'s unbirth!",
"\n[1]は子宮の中に取り込まれた・・・！","\n[1] is being taken into her womb...",
"ミニマムアナル","ミニマムアナル",
"はお尻に身体を挿入してきた・・・！"," inserts your entire body in her butt...!",
"胸が膨らむ","胸が膨らむ",
"の胸が膨らみだした・・・！","'s breasts are swelling up...!",
"顔舐め","顔舐め",
"は顔を舐めてきた・・・！"," licks your face...!",
"胸に挟む","胸に挟む",
"はペニスを胸で挟み込んだ！","はペニスを胸で挟み込んだ！",
"アソコ擦り付け1素股","アソコ擦り付け1素股",
"はペニスをアソコに擦り付けてきた・・・","はペニスをアソコに擦り付けてきた・・・"," rubs your penis against her pussy..."
"アソコ擦り付け2素股","アソコ擦り付け2素股",
"はアソコをぐちゅぐちゅと擦り付けてきた！","はアソコをぐちゅぐちゅと擦り付けてきた！",
"アソコ擦り付け3素股","アソコ擦り付け3素股",
"はペニスに女性器を強く押し付け","はペニスに女性器を強く押し付け",
"裏筋を激しく擦り上げた！","裏筋を激しく擦り上げた！",
"エナジードレイン膣","エナジードレイン膣",
"ペニスから力を吸い取られる・・・！","You feel power being drained out of your penis...!",
"にぎりつぶす","にぎりつぶす",
"はペニスを握りつぶした！！"," crushes your penis!!",
"胸揉ませ","胸揉ませ",
"は胸を揉ませてきた・・・"," allows you to massage her breasts...",
"膝で突く","膝で突く",
"はペニスを膝でつついてきた・・・"," rubs your penis with the back of her knee...",
"胸揉み強","胸揉み強",
"は胸を揉みしだいてきた！"," strongly massaged your breasts!",
"は乳首をちゅーちゅーと吸ってきた！"," sucks and licks your nipples!",
"毒針","毒針",
"はお尻に毒針を突き刺してきた！"," stabs her venomous stinger into your butt!",
"握る","握る",
"はペニスをぎゅっと握った・・・！"," tightly grips your penis...!",
"乳首を舐める","乳首を舐める",
"は乳首を舐めまわしてきた！"," traces her tongue around your nipple!",
"舐めまわし3大","舐めまわし3大",
"キス3大","キス3大",
"は顔中にキスの嵐を浴びせた！"," covers your face with a tsunami of kisses!",
"集団逆レイプ","集団逆レイプ",
"の集団逆レイプ！","'s group reverse rape!",
"集団逆レイプ2","集団逆レイプ2",
"は身体に群がってきた・・・！"," surround your entire body...!",
"膣弄り","膣弄り",
"は指で女性器を弄んできた！"," uses her finger to play with your pussy!",
"淫紋","淫紋",
"の淫紋から快楽溢れ出してくる・・・！","'s succubus crest begins pulsing with pleasure...",
"足挿入","足挿入",
"の足にペニスを飲み込まれてしまった！"," traps your penis between her feet!",
"足挿入2","足挿入2",
"の身体がぐちゅぐちゅとペニスに纏わりつく！","'s entire body wraps around your penis!",
"混ざり吸収（即死）","混ざり吸収（即死）",
"の身体と混ざり合っていく・・・","'s body is mixing with yours...",
"ペニスキス鈴口吸いつき","ペニスキス鈴口吸いつき",
"は鈴口に吸いついてきた！"," sticks to the head of your penis!",
"吐息吹きかけ","吐息吹きかけ",
"は吐息を吹きかけてきた・・・"," breathes on you with a long sigh... ",
"口内いじめ","口内いじめ",
"の口内で全身をぐちゅぐちゅに犯される！","'s mouth sucks and violates your entire body!",
"肉壁1","肉壁1",
"の体内がぬるぬると身体に纏わりつく・・・"," squeezes your entire body with her slippery organs!",
"ベロチュー手コキ","ベロチュー手コキ",
"のベロチュー手コキ！","'s Deep Kiss Handjob!",
"キス手コキ",,
"はキスしながら手で扱いてきた！",," kisses you as she masturbates you!"
"うちつけ",,
"は腰を打ち付けてきた！",,
"敵ヒーリング",,
"はヒーリングを唱えた！","Chanted healing!",
"敵パラライズ",,
"はパラライズを唱えた！",,
"敵ポイズン",,
"はポイズンを唱えた！",," casts Poison!"
"敵力溜め",,
"は舌なめずりをしている・・・"," is licking her lips..."," is licking her lips..."
"ベロチュー手コキ強",,
"は舌を絡めながら激しく手で扱いてきた！",," jerks you violently as her tongue entwines with yours!"
"～メルブレ用～","～メルブレ用～",
"は誘惑してきた・・・"," is being seduced...",
"射精ダメージ","射精ダメージ",
"は射精してしまった！"," has ejaculated!",
"攻撃","攻撃",
"<DE_攻撃メッセージ>","<DE_攻撃メッセージ>",
"タックル","タックル",
"運動神経0から繰り出される渾身のタックル
転んでケガをする","運動神経0から繰り出される渾身のタックル
転んでケガをする",
"は破れかぶれにタックルしてきた！","は破れかぶれにタックルしてきた！",
"チャーム","チャーム",
"ルナが何とか使える低級魅了魔法
精神的に優位に立った相手にだけ効く","ルナが何とか使える低級魅了魔法
精神的に優位に立った相手にだけ効く",
"エナジードレイン","エナジードレイン",
"快楽を通じて力を吸い取る魔法
魔力が低すぎて相手の許可が無いと奪えない","快楽を通じて力を吸い取る魔法
魔力が低すぎて相手の許可が無いと奪えない",
"ドヤ顔","ドヤ顔",
"自信たっぷりな顔をする
根拠は一切ない","自信たっぷりな顔をする
根拠は一切ない",
"～～魔法～～","～～魔法～～",
"ディフェンスダウン","ディフェンスダウン",
"はディフェンスダウンを唱えた！","はディフェンスダウンを唱えた！",
"\n[1]の身体が敏感になる！","\n[1]の身体が敏感になる！",
"敵誘惑チョコ",,
"ぱんち","ぱんち",
" <mapThrough>
<EVC 使用時>
s[502] = true
</EVC 使用時>",,
"敵誘惑ベル",,
"<bulletAnime:205>
 <mapThrough>
<EVC 使用時>
s[501] = true
</EVC 使用時>",,
"敵水攻撃","敵水攻撃",
"<bulletAnime:204>
","<bulletAnime:204>
",
"マキサボム","マキサボム",
"マキサの設置ボム威力","マキサの設置ボム威力",
"<bulletAnime:216>
","<bulletAnime:216>
",
"敵刺突","敵刺突",
"敵のナイフ投げで刺さった時のスキル","敵のナイフ投げで刺さった時のスキル",
"<bulletAnime:213>
","<bulletAnime:213>
",
"敵カット","敵カット",
"<bulletAnime:201>
 <mapThrough>","<bulletAnime:201>
 <mapThrough>",
"敵ぱんち","敵ぱんち",
"<bulletAnime:203>
","<bulletAnime:203>
",
"ボス雷玉","ボス雷玉",
"<bulletAnime:224>
 <mapThrough>","<bulletAnime:224>
 <mapThrough>",
"ボス刺突","ボス刺突",
" <bulletAnime:218>
"," <bulletAnime:218>
",
"ボスファイア","ボスファイア",
"<bulletAnime:223>
 <mapThrough>","<bulletAnime:223>
 <mapThrough>",
"～敵弾幕～","～敵弾幕～",
