"愛撫","Caress",
"スイープファイア","スイープファイア",
"<bulletAnime:67>","<bulletAnime:67>",
"マキサナイフ","マキサナイフ",
" <bulletAnime:218>"," <bulletAnime:218>",
"鶏卵","鶏卵",
" <bulletAnime:222>"," <bulletAnime:222>",
"ポイズン","ポイズン",
"こんな世の中じゃ","こんな世の中じゃ",
"<bulletAnime:208>","<bulletAnime:208>",
"トルテ銃ダメージ","トルテ銃ダメージ",
" <bulletAnime:230>
 <mapThrough>
<EVC 使用時>

</EVC 使用時>

攻撃種類メモ　（変数203）
1斬　2打撃　3水　4火　5雷  6誘惑　7食べ物
特殊206
1リンゴ　2皿　3卵"," <bulletAnime:230>
 <mapThrough>
<EVC 使用時>

</EVC 使用時>

攻撃種類メモ　（変数203）
1斬　2打撃　3水　4火　5雷  6誘惑　7食べ物
特殊206
1リンゴ　2皿　3卵",
"トルテ銃演出","トルテ銃演出",
" <bulletAnime:230>
 <mapThrough>
<penetrate>
<EVC 使用時>

</EVC 使用時>

攻撃種類メモ　（変数203）
1斬　2打撃　3水　4火　5雷  6誘惑　7食べ物
特殊206
1リンゴ　2皿　3卵"," <bulletAnime:230>
 <mapThrough>
<penetrate>
<EVC 使用時>

</EVC 使用時>

攻撃種類メモ　（変数203）
1斬　2打撃　3水　4火　5雷  6誘惑　7食べ物
特殊206
1リンゴ　2皿　3卵",
"リリス投げキッス","リリス投げキッス",
"<bulletAnime:205>
<mapThrough>
<EVC 使用時>
v[1084] += 1
</EVC 使用時>

攻撃種類メモ　（変数203）
1斬　2打撃　3水　4火　5雷  6誘惑　7食べ物
特殊206
1リンゴ　2皿　3卵","<bulletAnime:205>
<mapThrough>
<EVC 使用時>
v[1084] += 1
</EVC 使用時>

攻撃種類メモ　（変数203）
1斬　2打撃　3水　4火　5雷  6誘惑　7食べ物
特殊206
1リンゴ　2皿　3卵",
"ピアノ投げ","ピアノ投げ",
" <bulletAnime:217>
<mapThrough>
<EVC 使用時>
v[203] = 2
v[206] = 0
</EVC 使用時>"," <bulletAnime:217>
<mapThrough>
<EVC 使用時>
v[203] = 2
v[206] = 0
</EVC 使用時>",
"りんごダメージ","りんごダメージ",
" <bulletAnime:203>
<EVC 使用時>
v[203] = 2
v[206] = 1
</EVC 使用時>"," <bulletAnime:203>
<EVC 使用時>
v[203] = 2
v[206] = 1
</EVC 使用時>",
"～アクション武器～","～アクション武器～",
"斬撃ダメージ","斬撃ダメージ",
"<bulletAnime:207>
<penetrate>
<EVC 使用時>
v[203] = 1
v[206] = 0
</EVC 使用時>","<bulletAnime:207>
<penetrate>
<EVC 使用時>
v[203] = 1
v[206] = 0
</EVC 使用時>",
"刺突ダメージ","刺突ダメージ",
" <bulletAnime:202>
<EVC 使用時>
v[203] = 1
v[206] = 0
</EVC 使用時>"," <bulletAnime:202>
<EVC 使用時>
v[203] = 1
v[206] = 0
</EVC 使用時>",
"打撃ダメージ","打撃ダメージ",
" <bulletAnime:203>
<EVC 使用時>
v[203] = 2
v[206] = 0
</EVC 使用時>"," <bulletAnime:203>
<EVC 使用時>
v[203] = 2
v[206] = 0
</EVC 使用時>",
"ポーション","Potion",
" <bulletAnime:204>
<EVC 使用時>
v[203] = 3
v[206] = 0
</EVC 使用時>"," <bulletAnime:204>
<EVC 使用時>
v[203] = 3
v[206] = 0
</EVC 使用時>",
"切り刻む","切り刻む",
" <bulletAnime:206>
<EVC 使用時>
v[203] = 1
v[206] = 0
</EVC 使用時>"," <bulletAnime:206>
<EVC 使用時>
v[203] = 1
v[206] = 0
</EVC 使用時>",
"誘惑ダメージ","誘惑ダメージ",
" <bulletAnime:205>
<EVC 使用時>
v[203] = 6
v[206] = 0
</EVC 使用時>"," <bulletAnime:205>
<EVC 使用時>
v[203] = 6
v[206] = 0
</EVC 使用時>",
"お皿割れる","お皿割れる",
" <bulletAnime:214>
<EVC 使用時>
v[203] = 2
v[206] = 2
</EVC 使用時>"," <bulletAnime:214>
<EVC 使用時>
v[203] = 2
v[206] = 2
</EVC 使用時>",
"爆発","爆発",
" <bulletAnime:216>
<EVC 使用時>
v[203] = 4
v[206] = 0
</EVC 使用時>"," <bulletAnime:216>
<EVC 使用時>
v[203] = 4
v[206] = 0
</EVC 使用時>",
"重たい鈍器","重たい鈍器",
" <bulletAnime:217>
<EVC 使用時>
v[203] = 2
v[206] = 0
</EVC 使用時>"," <bulletAnime:217>
<EVC 使用時>
v[203] = 2
v[206] = 0
</EVC 使用時>",
"出血3連打","出血3連打",
" <bulletAnime:218>
<EVC 使用時>
v[203] = 1
v[206] = 0
</EVC 使用時>"," <bulletAnime:218>
<EVC 使用時>
v[203] = 1
v[206] = 0
</EVC 使用時>",
"めったぎり","めったぎり",
" <bulletAnime:219>
<EVC 使用時>
v[203] = 1
v[206] = 0
</EVC 使用時>"," <bulletAnime:219>
<EVC 使用時>
v[203] = 1
v[206] = 0
</EVC 使用時>",
"サテライトレーザー","サテライトレーザー",
" <bulletAnime:221>
<EVC 使用時>
v[203] = 5
v[206] = 0
</EVC 使用時>"," <bulletAnime:221>
<EVC 使用時>
v[203] = 5
v[206] = 0
</EVC 使用時>",
"刺突ダメージ（貫通）","刺突ダメージ（貫通）",
" <bulletAnime:202>
<penetrate>
<EVC 使用時>
v[203] = 1
v[206] = 0
</EVC 使用時>"," <bulletAnime:202>
<penetrate>
<EVC 使用時>
v[203] = 1
v[206] = 0
</EVC 使用時>",
"刺突（出血）","刺突（出血）",
" <bulletAnime:213>
<EVC 使用時>
v[203] = 1
v[206] = 0
</EVC 使用時>"," <bulletAnime:213>
<EVC 使用時>
v[203] = 1
v[206] = 0
</EVC 使用時>",
"2wayポーション","2wayポーション",
"卵","卵",
" <bulletAnime:222>
<EVC 使用時>
v[203] = 7
v[206] = 3
</EVC 使用時>"," <bulletAnime:222>
<EVC 使用時>
v[203] = 7
v[206] = 3
</EVC 使用時>",
"ハリルの剣","Haril's sword",
"<bulletAnime:201>
<penetrate>
<EVC 使用時>
v[203] = 1
v[206] = 4
</EVC 使用時>","<bulletAnime:201>
<penetrate>
<EVC 使用時>
v[203] = 1
v[206] = 4
</EVC 使用時>",
"炎ダメージ","炎ダメージ",
"<bulletAnime:223>
<EVC 使用時>
v[203] = 4
v[206] = 0
</EVC 使用時>","<bulletAnime:223>
<EVC 使用時>
v[203] = 4
v[206] = 0
</EVC 使用時>",
"雷ダメージ","雷ダメージ",
"<bulletAnime:224>
<penetrate>
<EVC 使用時>
v[203] = 5
v[206] = 0
</EVC 使用時>","<bulletAnime:224>
<penetrate>
<EVC 使用時>
v[203] = 5
v[206] = 0
</EVC 使用時>",
"水ダメージ","水ダメージ",
"めったぎり大","めったぎり大",
"斧斬撃ダメージ","斧斬撃ダメージ",
"<bulletAnime:212>
<EVC 使用時>
v[203] = 1
v[206] = 0
</EVC 使用時>","<bulletAnime:212>
<EVC 使用時>
v[203] = 1
v[206] = 0
</EVC 使用時>",
"でかい斧斬撃ダメージ","でかい斧斬撃ダメージ",
"雷斬りダメージ","雷斬りダメージ",
"<bulletAnime:220>
<penetrate>
<EVC 使用時>
v[203] = 5
v[206] = 0
</EVC 使用時>","<bulletAnime:220>
<penetrate>
<EVC 使用時>
v[203] = 5
v[206] = 0
</EVC 使用時>",
"食べ物ダメージ","食べ物ダメージ",
" <bulletAnime:209>
<EVC 使用時>
v[203] = 2
v[206] = 1
</EVC 使用時>"," <bulletAnime:209>
<EVC 使用時>
v[203] = 2
v[206] = 1
</EVC 使用時>",
"氷斬りダメージ","氷斬りダメージ",
" <bulletAnime:229>
<EVC 使用時>
v[203] = 3
v[206] = 0
</EVC 使用時>"," <bulletAnime:229>
<EVC 使用時>
v[203] = 3
v[206] = 0
</EVC 使用時>",
"銃撃ダメージ","銃撃ダメージ",
" <bulletAnime:230>
<EVC 使用時>
v[203] = 2
v[206] = 0
</EVC 使用時>

攻撃種類メモ　（変数203）
1斬　2打撃　3水　4火　5雷  6誘惑　7食べ物
特殊206
1リンゴ　2皿　3卵"," <bulletAnime:230>
<EVC 使用時>
v[203] = 2
v[206] = 0
</EVC 使用時>

攻撃種類メモ　（変数203）
1斬　2打撃　3水　4火　5雷  6誘惑　7食べ物
特殊206
1リンゴ　2皿　3卵",
"ポーラスターダメージ","ポーラスターダメージ",
"レールガンダメージ","レールガンダメージ",
" <bulletAnime:230>
 <mapThrough>
 <penetrate>
<EVC 使用時>
v[203] = 2
v[206] = 0
</EVC 使用時>

攻撃種類メモ　（変数203）
1斬　2打撃　3水　4火　5雷  6誘惑　7食べ物
特殊206
1リンゴ　2皿　3卵"," <bulletAnime:230>
 <mapThrough>
 <penetrate>
<EVC 使用時>
v[203] = 2
v[206] = 0
</EVC 使用時>

攻撃種類メモ　（変数203）
1斬　2打撃　3水　4火　5雷  6誘惑　7食べ物
特殊206
1リンゴ　2皿　3卵",
"いかづち","いかづち",
"<bulletAnime:231>
<penetrate>
<EVC 使用時>
v[203] = 5
v[206] = 0
</EVC 使用時>","<bulletAnime:231>
<penetrate>
<EVC 使用時>
v[203] = 5
v[206] = 0
</EVC 使用時>",
"光の矢","光の矢",
"<bulletAnime:232>
<penetrate>
<EVC 使用時>
v[203] = 5
v[206] = 0
</EVC 使用時>","<bulletAnime:232>
<penetrate>
<EVC 使用時>
v[203] = 5
v[206] = 0
</EVC 使用時>",
"火炎放射機","火炎放射機",
"シュプールダメージ","シュプールダメージ",
"銃撃ダメージ雷","銃撃ダメージ雷",
" <bulletAnime:224>
<EVC 使用時>
v[203] = 2
v[206] = 0
</EVC 使用時>

攻撃種類メモ　（変数203）
1斬　2打撃　3水　4火　5雷  6誘惑　7食べ物
特殊206
1リンゴ　2皿　3卵"," <bulletAnime:224>
<EVC 使用時>
v[203] = 2
v[206] = 0
</EVC 使用時>

攻撃種類メモ　（変数203）
1斬　2打撃　3水　4火　5雷  6誘惑　7食べ物
特殊206
1リンゴ　2皿　3卵",
"ネメシスダメージ","ネメシスダメージ",
"銃撃ダメージ15","銃撃ダメージ15",
"氷ダメージ","氷ダメージ",
" <bulletAnime:226>
<EVC 使用時>
v[203] = 3
v[206] = 0
</EVC 使用時>"," <bulletAnime:226>
<EVC 使用時>
v[203] = 3
v[206] = 0
</EVC 使用時>",
"立体起動ダメージ","立体起動ダメージ",
" <bulletAnime:234>
 <mapThrough>
<EVC 使用時>
v[203] = 1
v[206] = 0
</EVC 使用時>"," <bulletAnime:234>
 <mapThrough>
<EVC 使用時>
v[203] = 1
v[206] = 0
</EVC 使用時>",
"縮地","Earth Armour",
"膝の力を抜き前に倒れることで瞬時に加速する体術
超高速で何かにぶつかるまで直進する","Accelerate the moment your legs give way.
A high speed martial art that keeps going until you hit something.",
"大剣を振り回して広範囲に攻撃する
斬撃　10方向長　貫通","Swing a big sword and attack extensively
Slashing 10-direction long penetration",
"は叩きつけた！","Slammed!",
"～勇者用～","~ For brave men ~",
"叩きつける","Heavy Strike",
"大剣を叩きつけて攻撃する
打撃属性　技巧依存　TP増加大","Strike with your sword. Uses technique.
Type: Attack. Greatly increases TP.",
"ぶん殴る","Heavy Jab",
"力一杯殴り飛ばす
打撃属性　技巧依存　TP増加大","力一杯殴り飛ばす
打撃属性　技巧依存　TP増加大",
"はぶん殴った！"," jabbed the enemy!",
"圧縮","Compression",
"剛力でねじ伏せ圧縮する
打撃属性　技巧依存　TP増加大","Compress with a rigid force
Strike attribute skill-dependent TP increase large",
"はぶちのめした！"," beat up the enemy hard!",
"切り裂く","Cut through",
"切断を試みる
斬撃属性　技巧依存","Attempt to disconnect
Slashing attribute skill dependent",
"は斬りかかった！"," slashed the enemy!",
"ぶった斬る","Slash",
"力を込めて斬りかかる
斬撃属性　技巧依存","Slash with all your might
Slashing attribute skill dependent",
"は力を込めて剣を振り抜いた！"," swung the sword with all his might!",
"はんぶんこ","Hanbunko",
"敵を二等分にする
斬撃属性　技巧依存","Divide the enemy into two equal parts
Slashing attribute skill dependent",
"は大剣を脳天に振り下ろした！","Swung the big sword down to the heavens!",
"敵を焚火にする
炎属性　技巧依存　怯み付与","Bonfire the enemy
Flame attribute, skill-dependent, frightening",
"ボルケーノ","Volcano",
"地中から火柱を噴き上げる
炎属性　技巧依存　怯み付与","Blow up a pillar of fire from the ground
Flame attribute, skill-dependent, frightening",
"ナノフレア","Nano flare",
"敵を消し炭にする
炎属性　技巧依存　怯み付与","Turn the enemy into charcoal
Flame attribute, skill-dependent, frightening",
"ウォータ","Water",
"敵を水浸しにする
水属性　技巧依存　脱力付与","Flood the enemy
Water attribute skill-dependent, weakening",
"カスケード","cascade",
"敵に滝のような水を叩きつける
水属性　技巧依存　脱力付与","Hit the enemy with water like a waterfall
Water attribute skill-dependent, weakening",
"オーシャン","Ocean",
"敵を海に沈める
水属性　技巧依存　脱力付与","Sink the enemy into the sea
Water attribute skill-dependent, weakening",
"サンダー","Thunder",
"敵を感電させる
雷属性　技巧依存　敏感付与","Electric shock the enemy
Lightning attribute, skill-dependent, sensitive grant",
"ライトニング","Lightning",
"雷撃を浴びせる
雷属性　技巧依存　敏感付与","Strike with lightning.
Lightning attribute, skill-dependent, sensitive grant",
"テスラ","Tesla",
"星を割る程の電気を生み出す
雷属性　技巧依存　敏感付与","Produces enough electricity to break the stars
Lightning attribute, skill-dependent, sensitive grant",
"竜の咆哮に聞こえる衝撃波を放つ
斬撃属性　技巧依存","Emit a shock wave that sounds like a dragon roar
Slashing attribute skill dependent",
"は%1を放った！"," released %1!",
"竜気法","Dragon spirit method",
"竜の力を体力の回復に当てる
敏捷性依存　体力回復","Apply the power of the dragon to the recovery of HP
AGI-dependent recovery of HP",
"は気を巡らせた！","Was distracted!",
"降竜波","Falling dragon wave",
"竜の咆哮に聞こえる衝撃波を放つ
斬撃属性　技巧依存　怯み付与","Emit a shock wave that sounds like a dragon roar
Slashing attribute, skill-dependent, frightening",
"竜閃","Dragon flash",
"瞬きする間に連撃を浴びせる
斬撃属性　攻撃力依存","Blink in rapid succession
Slashing attribute ATK dependent",
"落竜","Falling dragon",
"天から振り下ろす渾身の一撃
雷属性　技巧依存　防御無視　拘束付与","A blow of the whole body swinging down from heaven
Lightning attribute, skill-dependent, defense-ignoring, restraint grant",
"火竜焦","Fire Dragon Char",
"辺り一面が焦土と化す一振り
炎属性　技巧依存　怯み付与","A swing that turns the entire area into scorched earth
Flame attribute, skill-dependent, frightening",
"怒竜閃","Angry Dragon Flash",
"暴れ狂う竜が四肢を切り落とす
斬撃属性　攻撃力依存","A rampaging dragon cuts off its limbs
Slashing attribute ATK dependent",
"ルナライト","Luna Light",
"眩い光で敵の目を眩ませるだけの小細工
怯み付与　脱力付与","A small work that only dazzles the enemy's eyes with dazzling light
Frightening granting weakness granting",
"ルナエッジ","Luna Edge",
"無いよりマシな程度の魔力が乗った斬撃
斬撃属性　攻撃力依存　脱力付与","Slashing with magical power that is better than nothing
Slashing attribute ATK dependent weakness",
"ルナドレイン","Luna drain",
"敵から精力を奪う下級魔法
誘惑属性　技巧依存　脱力付与","Lower magic that robs enemies of energy
Temptation attribute, skill-dependent, weakness grant",
"快楽と引き換えに強制的に経験値を搾り取る
",,
"相手を魅了して言いなりにする魔法
既に掛かっている場合は上書き出来ない",,
"サキュバサイズ",,
"対象を淫魔に変える魔法
もう二度と使うつもりはない",,
"アトラクト",,
"対象の持つ魅力を一時的に増幅させる
攻撃力UP",,
"ストンスキン",,
"肌を鈍感にする　使い過ぎると肌荒れする
防御力UP　※必要Lv3",,
"デフトハンズ",,
"感覚を鋭くして手先を器用にする
技巧UP",,
"デノイズ",,
"無駄な音を消して集中力を高める
精神力UP  ※必要Lv5",,
"カームダウン",,
"対象を落ち着かせる魔法　育児中に大活躍する
精力回復 ※必要Lv7",,
"ブラッドボイル",,
"血が湧きたつほど感情を昂らせる
TP増加  ※必要Lv9",,
"ラバーズギフト",,
"恋する乙女は無敵らしい
",,
"イク前HP減少用","For HP reduction before Iku",
"特に何もない","Nothing Special",
"～～味方の攻撃～～","～～味方の攻撃～～",
"胸責め Lv1","Breast Teasing Lv1",
"優しく胸を揉む
胸属性　技巧依存","Gently massage the enemy's breasts.
Chest attribute skill dependent",
"は優しく胸を揉んだ！"," gently rubbed her opponent's breasts!",
"胸責め Lv2","Breast Teasing Lv2",
"胸を揉みしだく
胸属性　技巧依存","The enemy's breasts.
Chest attribute skill dependent",
"は胸を揉みしだいた！"," rubbed her opponent's breasts!",
"胸責め Lv3","Breast Teasing Lv3",
"胸を鷲掴んでいいようにする
胸属性　技巧依存","Grope the opponent's breasts.
Chest attribute skill dependent",
"は胸を鷲掴み激しく揉みしだいた！"," grabbed their foe's boobs and rubbed them violently!",
"尻責め Lv1","Butt Tease Lv1",
"優しく尻を揉む
尻属性　技巧依存","Gently massage the opponent's butt.
Butt attribute skill dependent",
"は優しく尻を揉んだ！"," gently rubbed the enemy's ass!",
"尻責め Lv2","Butt Tease Lv2",
"尻を激しくこねくり回す
尻属性　技巧依存","Knead the butt violently
Butt attribute skill dependent",
"は尻を激しくこねくり回した！"," furiously kneads the opponent's ass!",
"尻責め Lv3","Butt Tease Lv3",
"アナルを指で責める
尻属性　技巧依存","Tease anal with your finger
Butt attribute skill dependent",
"は尻に指を挿入した！"," inserted a finger in the opponent's ass!",
"アソコ責め Lv1","Pussy Tease Lv1",
"アソコを指で弄る
膣属性　技巧依存","Finger the dick
Vaginal attribute skill dependent",
"は丁寧にアソコを弄った！"," carefully played with the opponent's pussy!",
"アソコ責め Lv2","Pussy Tease Lv2",
"指でアソコの中をかき回す
膣属性　技巧依存","Stir the inside of the dick with your finger
Vaginal attribute skill dependent",
"は指を挿入し膣内をかき回した！"," used their finger to stir the inside of their vagina!",
"アソコ責め Lv3","Pussy Tease Lv3",
"敏感な場所を丁寧に責める
膣属性　技巧依存","Carefully Tease sensitive places
Vaginal attribute skill dependent",
"はクリトリスを優しく責めた！"," gently Teased the clitoris!",
"耳を舐める","Licking ears",
"耳を舐めて相手の攻撃力を下げる
キス属性　技巧依存　脱力付与","Lick your ears and lower your opponent's ATK
Kiss attribute skill-dependent, weakening",
"は耳を舐めた！"," licked their ears!",
"首筋を舐める","Licking the neck",
"首筋を舐めて相手の防御力を下げる
キス属性　技巧依存　敏感付与","Lick the neck and lower the opponent's DEF
Kiss attribute, skill-dependent, sensitive grant",
"は首筋を舐めた！","Licked the neck!",
"キス Lv1","Kiss Lv1",
"唇を交わして精神的に高揚させる
キス属性　技巧依存","Cross your lips and lift your spirits
Kiss attribute skill dependent",
"はそっと口づけをした！"," gently kissed their opponent!",
"キス Lv2","Kiss Lv2",
"貪るように舌をねじ込む
キス属性　技巧依存","Screw in the tongue to devour
Kiss attribute skill dependent",
"はディープキスをした！"," gives their foe a deep kiss!",
"ピストン Lv1","Piston Lv1",
"腰を振って攻撃する
膣属性　攻撃力+技巧依存","Shake your hips to attack
Vaginal attribute ATK + skill dependent",
"は腰を振った！"," shook their hips!",
"ピストン Lv2","Piston Lv2",
"激しく腰を振って攻撃する
膣属性　攻撃力+技巧依存　怯み付与","Shake violently to attack
Vaginal attribute ATK + skill-dependent frightening",
"集中","concentration",
"ステータス異常を治し数ターンの間耐性を得る
ステータス異常解除　集中付与","HeAlsto stat abnormalities and gains resistance for several turns
Status abnormality cancellation centralized grant",
"は集中力を高めた・・・","has increased concentration...",
"治療","Treatment",
"ステータス異常を治しわずかに精力を回復する
技巧依存　ステータス異常解除　精力回復小","HeAlsto status abnormalities and recovers a little energy
Skill-dependent status abnormality cancellation Small energy recovery",
"は治療した！"," was cured!",
"払拭","wiping",
"過去の苦い思い出を振り払う
敗北の記憶解除　防御力UP　精神力UP","Shake off the bitter memories of the past
Defeat memory release DEFUP mental power UP",
"は気持ちを切り替えた！","Switched feelings!",
"深呼吸","Deep Breathing",
"息を整えて精力を回復する
技巧依存　精力回復小","Hold your breath and restore your energy.
Skill-dependent Recovers a bit of energy.",
"は呼吸を整えた・・・"," adjusted their breathing...",
"瞑想","Meditation",
"瞑想して精力を回復する
技巧依存　精力回復中","Meditate and regain energy
Skill dependent, recovering energy",
"は心を静めた・・・","Calmed my heart ...",
"精神統一","Spiritual unity",
"精神統一して精力を全回復する
精力全回復","Unify your mind and restore your energy
Full recovery of energy",
"は精神を研ぎ澄ませた！","Sharpened his spirit!",
"明鏡止水","Ming mirror still water",
"邪念を払って澄み切った心に戻す
精力全回復　ステータス異常解除","Take care and return to a clear heart
Full recovery of energy, cancellation of status abnormality",
"は邪念を払った！","Paid the evil!",
"調べる","investigate",
"相手をじっと見て観察する
敵のステータス　弱点表示","Watch and observe the other person
Enemy status weakness display",
"は\n[3]をじっくりと観察した・・・","Carefully observed \n[3] ...",
"警戒","caution",
"気を張って素早く対応できるようにする
敏捷性2倍　2ターン","Be careful and be able to respond quickly
Double AGI for 2 turns",
"は気を張った！","Was careful!",
"休憩","rest",
"ひとまず休んで体力を回復する
敏捷性依存　体力回復小","Take a break and recover your strength
AGI-dependent, small recovery of HP",
"は熱くなった身体を静めた・・・","Calmed the hot body ...",
"ラッシュ","Rush",
"勢いに任せて2連続で愛撫する　
攻撃力依存","Passionately caress a foe 2 times.
ATK dependent",
"は勢いに任せて愛撫した！"," caressed passionately!",
"猛ラッシュ","Fierce rush",
"さらに勢いに任せて3連続で愛撫する　
攻撃力依存","Leave it to the momentum and caress it for 3 consecutive times.
ATK dependent",
"はがむしゃらに愛撫した！","I caressed it!",
"くすぐる","tickle",
"くすぐって怯ませる
技巧依存","Tickle and scare
Skill dependent",
"は脇の下をこちょこちょした！"," tickled their armpits!",
"押し倒す","Push down",
"相手を押し倒して拘束する","Push down and restrain the opponent",
"は\n[3]を押し倒した！","Pushed down \n[3]!",
"オラオラ","Oraora",
"怒涛の勢いで4連続で愛撫する　
攻撃力依存","Caress 4 times in a row with angry momentum.
ATK dependent",
"「オラオラオラオラオラオラオラオラオラァ！！」","""Oraoraoraoraoraoraoraoraoraoraora!!""",
"オーバードライブ","Overdrive",
"特殊な呼吸法で身体能力を向上させる
精力全回復　攻撃力UP　技巧UP","Improve physical fitness with special breathing techniques
Full recovery of energy ATKUP Skill UP",
"は呼吸を整えた！","Prepared to breathe!",
"気功","Qigong",
"外気から気を取り入れ体力を回復する
敏捷性依存　体力回復大","Take in the air from the outside air and recover your HP
AGI-dependent, large recovery of HP",
"相手の口から精力を吸い取る
精神力依存","Soak up energy from the other person's mouth
Dependence on mental strength",
"は口に激しく吸い付いた！","Sticks violently to his mouth!",
"パワードレイン","Power drain",
"相手の力を吸い取る淫魔の術
精神力依存","The art of incubus that absorbs the power of the other party
Dependence on mental strength",
"は力を吸い取った！","Absorbed power!",
"ヒーリング","healing",
"回復魔法で精力を回復する
敏捷性依存","Restore energy with recovery magic
AGI dependent",
"決意","decision",
"心に誓いを立てる
精力全回復　行動回数+1　4ターン","Make an oath in your heart.
Full energy recovery +1 action count +1 4 turns",
"は決意を固めた！"," honed their determination!",
"冷静","composure",
"痛みによって冷静さを取り戻す
興奮/発情解除　冷静付与","Regain calm with pain.
Recovers Arousal and Lust. Bestows Calm.",
"刺激的絶命剣","Exciting desperate sword",
"236236+S
尻属性　固定ダメージ","236236+S
Butt attribute fixed damage",
"「ラブ注入！」","""Love injection!""",
"凄み","Amazing",
"凄みで全てを解決する
精力全回復　行動回数+1　4ターン","Solve everything with awesomeness
Full energy recovery +1 action count +1 4 turns",
"は凄んだ！"," is amazing!",
"追い込む","Self Inflict",
"自分で自分を攻撃する
攻撃力依存　TP増加小","Attack yourself.
ATK dependent TP increase small",
"はペニスを扱いた！","Treated the penis!",
"諦める","Give Up",
"快楽に身を委ねてしまう
行動不能","Resign yourself entirely to pleasure.
Cannot Fight.",
"は諦めてしまった・・・"," has given up ...",
"<EVC 使用時>
s[111] = true
</EVC 使用時>","<When using EVC>
s[111] = true
</ EVC when using>",
"おねだり","Beg",
"戦うことを諦めおねだりをする
行動不能　敵行動選択","Give up fighting and beg to your enemy.
Cannot take actions afterwards. Select enemy actions.",
"<EVC 使用時>
s[111] = true
s[122] = true
</EVC 使用時>","<When using EVC>
s[111] = true
s[122] = true
</ EVC when using>",
"-特殊コマンド―","-Special command-",
"暴れる","Rampage",
"とにかく暴れる
技巧依存","Rampage anyway.
Skill dependent.",
"は激しく暴れて抵抗した！"," violently rampaged and resisted!",
"わめく","Scream",
"大声を出して抵抗する
技巧依存　脱力付与","Resist by shouting as loud as you can.
Skill-dependent. Causes exhaustion.",
"は声を出しながら抵抗した！","Resisted aloud!",
"もがく","Struggle",
"身体をくねらせてもがく
技巧依存　敵の攻撃を一段階戻す","Struggle by twisting your body.
Skill-dependent: Return the enemy's attack by one level",
"は身体をくねらせてもがいた！"," struggled and twisted their body!",
"<EVC 使用時>
v[167] -= 4
</EVC 使用時>","<EVC 使用時>
v[167] -= 4
</EVC 使用時>",
"力溜め","Stored Power",
"身体に残った力をふり絞って集める
TP増加大　体力小回復","Gather any strength remaining in your body.
Increases TP gain and recovers a bit of HP.",
"は力を溜めた！"," stored power!",
"気張る","Best Effort",
"何をされても耐える
防御力UP 精神力UP 精力小回復","Endure everything no matter what.
Defense UP, Energy UP, and recovers a bit of energy.",
"落ち着く","Calm Down",
"心を静めて気持ちをリセットする
全状態異常解除　精力小回復","Calm your heart and refresh your mind.
Removes all abnormal statuses and restores a bit of energy.",
"は心を落ち着かせた・・・","は心を落ち着かせた・・・",
"全力抵抗","Upmost Resistance",
"全力で抵抗する
攻撃力依存","Relies on their physical attack
to resist with everything they have.",
"は全力で抵抗した！"," resisted with all their might!",
"tes","tes",
"は～～した！","は～～した！",
"テレポート","テレポート",
"家に帰ります。","家に帰ります。",